	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
131	MBL2_HUMAN/144-246	1HUP:A	100	103	0	0	1	103	37	139	5.0499999999999994e-74	218.0	103
132	FCER2_HUMAN/180-284	1T8D:A	100	105	0	0	1	105	25	129	2.3999999999999998e-82	239.0	105
133	Q3UTX5_MOUSE/212-317	4C9F:D	100	106	0	0	1	106	23	128	2.08e-79	231.0	106
134	A8MVQ9_HUMAN/273-379	6GHV:E	100	107	0	0	1	107	22	128	1.8e-80	234.0	107
135	C9JAM0_HUMAN/263-369	1SL6:F	100	107	0	0	1	107	67	173	3.96e-78	230.0	107
136	CLC4K_MOUSE/215-324	5K8Y:A	100	110	0	0	1	110	24	133	2.44e-84	244.0	110
137	CLC4K_MOUSE/215-324	5K8Y:B	100	110	0	0	1	110	24	133	2.44e-84	244.0	110
138	CLC4K_HUMAN/212-321	5G6U:B	100	110	0	0	1	110	15	124	5.65e-75	243.0	110
139	CLC6A_HUMAN/96-204	8ROV:B	100	109	0	0	1	109	35	143	7.05e-84	243.0	109
140	D3DUU3_HUMAN/100-208	4ZET:B	100	109	0	0	1	109	34	142	3.38e-84	244.0	109
141	Q5YIR8_MOUSE/125-231	3VYK:A	100	107	0	0	1	107	20	126	1.92e-83	241.0	107
142	ASGR1_HUMAN/171-279	5JQ1:A	100	109	0	0	1	109	20	128	1.2399999999999999e-89	257.0	109
143	CLC10_HUMAN/198-306	6W12:A	100	109	0	0	1	109	19	127	4.56e-85	249.0	109
144	Q7Z4G9_HUMAN/189-297	8URF:A	100	109	0	0	1	109	18	126	4.56e-87	251.0	109
145	COL12_HUMAN/624-732	2OX8:D	100	109	0	0	1	109	19	127	5.31e-84	243.0	109
146	COL12_MOUSE/624-732	2OX9:C	100	109	0	0	1	109	18	126	8.06e-84	243.0	109
147	LYAM1_PANTR/46-157	3CFW:A	100	112	0	0	1	112	8	119	4.26e-83	242.0	112
148	B4DQA0_HUMAN/1-110	3CFW:A	100	110	0	0	1	110	10	119	3.76e-81	237.0	110
149	Q5TI72_HUMAN/29-140	8R5M:A	100	112	0	0	1	112	8	119	5.84e-80	238.0	112
150	Q5R350_HUMAN/48-159	1G1R:D	100	112	0	0	1	112	8	119	1.7e-83	243.0	112
151	Q9TYE2_POLMI/2-113	1BYF:B	100	112	0	0	1	112	9	120	1.21e-84	244.0	112
152	D4A7Y1_RAT/1964-2069	1TDQ:B	100	106	0	0	1	106	20	125	1e-82	239.0	106
153	MRC2_HUMAN/399-506	5EW6:A	100	108	0	0	1	108	363	470	2.61e-77	238.0	108
154	MRC1_HUMAN/380-488	6INN:D	100	109	0	0	1	109	359	467	1.29e-78	244.0	109
155	Q0Z8D6_HUMAN/669-779	1EGG:B	100	111	0	0	1	111	27	137	1.68e-68	204.0	111
156	COL11_HUMAN/159-266	4YLI:D	100	108	0	0	1	108	44	151	6.48e-79	231.0	108
157	LY75_HUMAN/378-487	7JPT:A	100	110	0	0	1	110	349	458	2.25e-73	239.0	110
158	Q59H44_HUMAN/1-105	7JPT:A	100	105	0	0	1	105	354	458	1.52e-69	228.0	105
159	LY75_HUMAN/236-342	7JPT:A	100	107	0	0	1	107	207	313	2.9e-71	233.0	107
160	MRC2_HUMAN/255-361	5EW6:A	100	107	0	0	1	107	219	325	1.12e-75	233.0	107
161	MRC1_HUMAN/236-342	6INN:D	100	107	0	0	1	107	215	321	1.9700000000000001e-72	228.0	107
162	1rdo1	1KZA:1	100	111	0	0	1	111	5	115	1.3700000000000003e-79	231.0	111
163	KLRB1_HUMAN/111-212	5MGS:H	100	102	0	0	1	102	22	123	6.33e-72	212.0	102
164	Q14DL9_HUMAN/65-162	2YHF:I	100	98	0	0	1	98	19	116	2.5300000000000002e-70	207.0	98
165	A4D1U7_HUMAN/88-185	2YHF:I	100	98	0	0	1	98	19	116	2.5300000000000002e-70	207.0	98
166	Q3TCW7_MOUSE/125-222	4PP8:B	100	98	0	0	1	98	25	122	1.84e-69	206.0	98
167	Q4FJM0_MOUSE/132-229	4PP8:B	100	98	0	0	1	98	25	122	1.84e-69	206.0	98
168	Q2TJJ6_MOUSE/132-229	4PP8:B	100	98	0	0	1	98	25	122	1.84e-69	206.0	98
169	NKG2D_PANTR/116-213	8TM2:A	100	98	0	0	1	98	25	122	1.96e-68	207.0	98
170	CLC9A_MOUSE/128-231	3J82:A	100	104	0	0	1	104	21	124	2.37e-77	226.0	104
171	B0ZBM5_MOUSE/127-230	3J82:A	100	104	0	0	1	104	21	124	2.37e-77	226.0	104
172	B0ZBM3_MOUSE/128-231	3J82:A	100	104	0	0	1	104	21	124	2.37e-77	226.0	104
173	Q5YLG5_HUMAN/57-155	3BDW:A	100	99	0	0	1	99	22	120	6.27e-70	207.0	99
174	Q53ZY6_HUMAN/78-176	3BDW:A	100	99	0	0	1	99	22	120	6.27e-70	207.0	99
175	OLR1_HUMAN/161-266	1YPQ:B	100	106	0	0	1	106	26	131	2.42e-76	224.0	106
176	B7ZN08_MOUSE/126-225	1QO3:C	100	100	0	0	1	100	31	130	9.82e-74	217.0	100
177	Q8MHR8_MOUSE/156-255	1QO3:C	100	100	0	0	1	100	31	130	9.82e-74	217.0	100
178	Q791D0_MOUSE/161-260	3CAD:B	100	100	0	0	1	100	19	118	1.85e-74	218.0	100
179	Q499K2_MOUSE/161-260	3CAD:B	100	100	0	0	1	100	19	118	1.85e-74	218.0	100
180	Q9JHV5_MOUSE/161-260	3CAD:B	100	100	0	0	1	100	19	118	1.85e-74	218.0	100
181	Q9JHV6_MOUSE/174-273	3CAD:B	100	100	0	0	1	100	19	118	1.85e-74	218.0	100
182	Q64136_9MURI/161-260	3CAD:B	100	100	0	0	1	100	19	118	1.85e-74	218.0	100
183	C9JRP4_HUMAN/118-213	3CDG:F	100	96	0	0	1	96	24	119	8.019999999999999e-67	199.0	96
184	NKG2A_HUMAN/136-231	3CDG:F	100	96	0	0	1	96	24	119	8.019999999999999e-67	199.0	96
185	CD69_HUMAN/102-196	1FM5:A	100	95	0	0	1	95	25	119	1.31e-72	213.0	95
186	Q59EB6_HUMAN/62-187	8IVD:A	100	126	0	0	1	126	18	143	6.340000000000001e-88	259.0	126
187	Q8IXK1_HUMAN/43-168	8IVD:A	100	126	0	0	1	126	18	143	6.340000000000001e-88	259.0	126
188	Q8JIW0_AGKAC/42-152	1Y17:A	100	111	0	0	1	111	19	129	7.89e-82	238.0	111
189	Q4ZG28_HUMAN/53-164	1LIT:A	100	112	0	0	1	112	18	129	4.52e-84	243.0	112
190	REG1A_HUMAN/53-164	1LIT:A	100	112	0	0	1	112	18	129	4.52e-84	243.0	112
191	Q53S56_HUMAN/57-173	4MTH:A	100	117	0	0	1	117	21	137	2.74e-88	254.0	117
192	C9JW30_HUMAN/1630-1740	2NAN:A	100	111	0	0	1	111	24	134	4.63e-81	236.0	111
193	C9JW30_HUMAN/1266-1362	7JPT:A	100	97	0	0	1	97	1237	1333	3.25e-63	209.0	97
194	C9JW30_HUMAN/1120-1222	7JPT:A	100	103	0	0	1	103	1091	1193	2.61e-69	227.0	103
195	LY75_HUMAN/1120-1222	7JPT:A	100	103	0	0	1	103	1091	1193	2.61e-69	227.0	103
196	Q59H44_HUMAN/738-840	7JPT:A	100	103	0	0	1	103	1091	1193	2.61e-69	227.0	103
197	PLA2R_HUMAN/1131-1234	6JLI:A	100	104	0	0	1	104	15	118	1.88e-78	228.0	104
198	D3DPB1_HUMAN/1131-1234	6JLI:A	100	104	0	0	1	104	15	118	1.88e-78	228.0	104
199	MRC1_HUMAN/521-627	6INN:D	100	107	0	0	1	107	500	606	1.2900000000000002e-73	231.0	107
200	B9EJA8_HUMAN/521-627	6INN:D	100	107	0	0	1	107	500	606	1.2900000000000002e-73	231.0	107
201	MRC1L_HUMAN/521-627	6INN:D	100	107	0	0	1	107	500	606	1.2900000000000002e-73	231.0	107
202	C9JW30_HUMAN/525-625	7JPT:A	100	101	0	0	1	101	496	596	1.2e-66	219.0	101
203	C9J3Y2_HUMAN/525-625	7JPT:A	100	101	0	0	1	101	496	596	1.2e-66	219.0	101
204	Q59H44_HUMAN/143-243	7JPT:A	100	101	0	0	1	101	496	596	1.2e-66	219.0	101
205	Q59H44_HUMAN/587-709	7JPT:A	100	123	0	0	1	123	940	1062	5.07e-81	261.0	123
206	LY75_HUMAN/969-1091	7JPT:A	100	123	0	0	1	123	940	1062	5.07e-81	261.0	123
207	C9J3Y2_HUMAN/969-1091	7JPT:A	100	123	0	0	1	123	940	1062	5.07e-81	261.0	123
208	TETN_HUMAN/87-199	1HTN:A	100	113	0	0	1	113	41	153	1.55e-83	243.0	113
209	B2R582_HUMAN/87-199	1HTN:A	100	113	0	0	1	113	41	153	1.55e-83	243.0	113
210	Q9Z294_9MURI/120-222	1YTT:B	100	103	0	0	1	103	10	112	1.1300000000000002e-73	216.0	103
211	Q9Z294_9MURI/120-222	2MSB:A	100	103	0	0	1	103	9	111	1.1300000000000002e-73	216.0	103
212	Q9Z294_9MURI/120-222	2MSB:B	100	103	0	0	1	103	9	111	1.17e-73	216.0	103
213	Q9Z294_9MURI/120-222	1YTT:A	100	103	0	0	1	103	11	113	1.2500000000000001e-73	216.0	103
214	Q9Z294_9MURI/120-222	1MSB:A	100	103	0	0	1	103	11	113	1.2500000000000001e-73	216.0	103
215	Q9Z294_9MURI/120-222	1MSB:B	100	103	0	0	1	103	11	113	1.2500000000000001e-73	216.0	103
216	Q9Z294_9MURI/120-222	1KX1:A	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
217	Q9Z294_9MURI/120-222	1KX1:B	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
218	Q9Z294_9MURI/120-222	1KX1:C	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
219	Q9Z294_9MURI/120-222	1KX1:D	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
220	Q9Z294_9MURI/120-222	1KX1:E	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
221	Q9Z294_9MURI/120-222	1KX1:F	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
222	Q9Z294_9MURI/120-222	1RTM:1	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
223	Q9Z294_9MURI/120-222	1RTM:2	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
224	Q9Z294_9MURI/120-222	1RTM:3	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
225	Q9Z294_9MURI/120-222	1BUU:A	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
226	Q9Z294_9MURI/120-222	1KWU:A	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
227	Q9Z294_9MURI/120-222	1KWU:B	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
228	Q9Z294_9MURI/120-222	1KWU:C	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
229	Q9Z294_9MURI/120-222	1KWY:A	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
230	Q9Z294_9MURI/120-222	1KWY:B	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
231	Q9Z294_9MURI/120-222	1KWY:C	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
232	Q9Z294_9MURI/120-222	1KWV:A	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
233	Q9Z294_9MURI/120-222	1KWV:B	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
234	Q9Z294_9MURI/120-222	1KWV:C	100	103	0	0	1	103	45	147	3.81e-73	216.0	103
235	Q5SQS3_HUMAN/144-246	1HUP:A	100	103	0	0	1	103	37	139	5.0499999999999994e-74	218.0	103
236	C209B_MOUSE/212-317	4C9F:D	100	106	0	0	1	106	23	128	2.08e-79	231.0	106
237	B2R907_HUMAN/273-379	6GHV:E	100	107	0	0	1	107	22	128	1.8e-80	234.0	107
238	B4E2A8_HUMAN/4-110	6GHV:E	100	107	0	0	1	107	22	128	1.8e-80	234.0	107
239	CD209_HUMAN/273-379	6GHV:E	100	107	0	0	1	107	22	128	1.8e-80	234.0	107
240	CLC4M_HUMAN/285-391	1SL6:F	100	107	0	0	1	107	67	173	3.96e-78	230.0	107
241	B4E2Z5_HUMAN/234-340	1SL6:F	100	107	0	0	1	107	67	173	3.96e-78	230.0	107
242	Q2TB20_HUMAN/273-379	1SL6:F	100	107	0	0	1	107	67	173	3.96e-78	230.0	107
243	A8MSV8_HUMAN/249-355	1SL6:F	100	107	0	0	1	107	67	173	3.96e-78	230.0	107
244	C9JXP3_HUMAN/240-346	1SL6:F	100	107	0	0	1	107	67	173	3.96e-78	230.0	107
245	Q8VDD4_MOUSE/210-319	5K8Y:A	100	110	0	0	1	110	24	133	2.44e-84	244.0	110
246	Q8VDD4_MOUSE/210-319	5K8Y:B	100	110	0	0	1	110	24	133	2.44e-84	244.0	110
247	CLC4C_HUMAN/100-208	4ZET:B	100	109	0	0	1	109	34	142	3.38e-84	244.0	109
248	Q7TS58_MOUSE/97-204	6LFJ:A	100	108	0	0	1	108	23	130	6.8e-83	240.0	108
249	Q6FGQ5_HUMAN/171-279	5JQ1:A	100	109	0	0	1	109	20	128	1.2399999999999999e-89	257.0	109
250	D3DTM9_HUMAN/170-278	8URF:A	100	109	0	0	1	109	18	126	4.56e-87	251.0	109
251	ASGR2_HUMAN/194-302	8URF:A	100	109	0	0	1	109	18	126	4.56e-87	251.0	109
252	D3DTN0_HUMAN/194-302	8URF:A	100	109	0	0	1	109	18	126	4.56e-87	251.0	109
253	C9J414_HUMAN/175-283	8URF:A	100	109	0	0	1	109	18	126	4.56e-87	251.0	109
254	Q9UJ43_HUMAN/59-170	3CFW:A	100	112	0	0	1	112	8	119	4.26e-83	242.0	112
255	Q8WW79_HUMAN/59-170	3CFW:A	100	112	0	0	1	112	8	119	4.26e-83	242.0	112
256	LYAM1_HUMAN/46-157	3CFW:A	100	112	0	0	1	112	8	119	4.26e-83	242.0	112
257	Q5TI73_HUMAN/29-140	8R5M:A	100	112	0	0	1	112	8	119	5.84e-80	238.0	112
258	Q5TI74_HUMAN/29-140	8R5M:A	100	112	0	0	1	112	8	119	5.84e-80	238.0	112
259	Q5TI75_HUMAN/29-140	8R5M:A	100	112	0	0	1	112	8	119	5.84e-80	238.0	112
