qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
NOTC1_RAT/987-1017	5KY4:B	100	31	0	0	1	31	1	31	1.39e-19	74.3	31
NOTC1_MOUSE/987-1017	5KY4:B	100	31	0	0	1	31	1	31	1.39e-19	74.3	31
A0MZ89_PIG/1-25	5KY4:B	100	25	0	0	1	25	7	31	2.33e-14	60.8	25
A7RDP3_DROSI/83-121	3LTF:D	100	39	0	0	1	39	6	44	5.06e-27	94.0	39
A7RDP1_DROSI/83-121	3LTF:D	100	39	0	0	1	39	6	44	5.06e-27	94.0	39
B3NL50_DROER/78-116	3LTF:D	100	39	0	0	1	39	6	44	5.06e-27	94.0	39
B4PB14_DROYA/78-116	3LTF:D	100	39	0	0	1	39	6	44	5.06e-27	94.0	39
A7RDP4_DROSI/83-121	3LTF:D	100	39	0	0	1	39	6	44	5.06e-27	94.0	39
A7RDP2_DROSI/83-121	3LTF:D	100	39	0	0	1	39	6	44	5.06e-27	94.0	39
SPITZ_DROME/82-120	3LTF:D	100	39	0	0	1	39	6	44	5.06e-27	94.0	39
B3MN40_DROAN/73-111	3LTF:D	100	39	0	0	1	39	6	44	5.06e-27	94.0	39
B4QA13_DROSI/78-116	3LTF:D	100	39	0	0	1	39	6	44	5.06e-27	94.0	39
A7RDP7_DROSI/83-121	3LTF:D	100	39	0	0	1	39	6	44	5.06e-27	94.0	39
A4V0W1_DROME/82-120	3LTF:D	100	39	0	0	1	39	6	44	5.06e-27	94.0	39
B4I5Y3_DROSE/78-116	3LTF:D	100	39	0	0	1	39	6	44	5.06e-27	94.0	39
PROZ_HUMAN/91-121	3H5C:B	100	31	0	0	1	31	3	33	7.04e-18	75.9	31
B0YJC6_HUMAN/112-142	3H5C:B	100	31	0	0	1	31	3	33	7.04e-18	75.9	31
Q3UVN4_MOUSE/298-332	5UK5:B	100	35	0	0	1	35	271	305	1.49e-21	85.9	35
JAG1_RAT/298-332	5UK5:B	100	35	0	0	1	35	271	305	1.49e-21	85.9	35
JAG1_MOUSE/298-332	5UK5:B	100	35	0	0	1	35	271	305	1.49e-21	85.9	35
JAG1_HUMAN/298-332	4CBZ:A	100	35	0	0	1	35	267	301	2.84e-21	85.1	35
Q4KMR2_HUMAN/298-332	4CBZ:A	100	35	0	0	1	35	267	301	2.84e-21	85.1	35
B4DYR1_HUMAN/139-173	4CBZ:A	100	35	0	0	1	35	267	301	2.84e-21	85.1	35
B2R6U9_HUMAN/298-332	4CBZ:A	100	35	0	0	1	35	267	301	2.84e-21	85.1	35
JAG2_HUMAN/311-343	5MW7:A	100	23	0	0	2	24	286	308	1.59e-11	58.5	33
Q7TQ50_MOUSE/757-787	9B3N:A	100	31	0	0	1	31	3	33	1.44e-18	75.9	31
NOTC1_MOUSE/757-787	9B3N:A	100	31	0	0	1	31	3	33	1.44e-18	75.9	31
NOTC1_RAT/757-787	9B3N:A	100	31	0	0	1	31	3	33	1.44e-18	75.9	31
Q7TQ51_MOUSE/752-782	9B3N:A	100	31	0	0	1	31	3	33	1.44e-18	75.9	31
NOTC1_HUMAN/757-787	9B3N:A	100	31	0	0	1	31	3	33	1.44e-18	75.9	31
Q8K428_MOUSE/757-787	9B3N:A	100	31	0	0	1	31	3	33	1.44e-18	75.9	31
Q7TQ52_MOUSE/742-772	9B3N:A	100	31	0	0	1	31	3	33	1.44e-18	75.9	31
NOTC1_HUMAN/795-825	9B3G:A	100	31	0	0	1	31	2	32	9.15e-19	74.3	31
B5U9W5_ONCMY/795-824	9B3G:A	100	29	0	0	1	29	2	30	1.43e-17	71.2	30
A5WUN6_DANRE/746-776	9B3G:A	100	29	0	0	1	29	2	30	1.05e-17	71.6	31
Q5JVE8_HUMAN/90-120	9CLI:Z	100	31	0	0	1	31	50	80	1.20e-17	75.9	31
FA10_HUMAN/90-120	9CLI:Z	100	31	0	0	1	31	50	80	1.20e-17	75.9	31
B7ZBK1_HUMAN/90-120	9CLI:Z	100	31	0	0	1	31	50	80	1.20e-17	75.9	31
Q5JVE7_HUMAN/90-120	9CLI:Z	100	31	0	0	1	31	50	80	1.20e-17	75.9	31
FA10_BOVIN/90-120	1WHE:A	100	31	0	0	1	31	50	80	2.75e-20	77.4	31
Q3MHW2_BOVIN/81-111	1WHE:A	100	31	0	0	1	31	50	80	2.75e-20	77.4	31
Q95ND6_PANTR/97-127	8EPH:C	100	31	0	0	1	31	5	35	3.83e-21	79.7	31
Q19UL1_HUMAN/4-34	8EPH:C	100	31	0	0	1	31	5	35	3.83e-21	79.7	31
FA9_HUMAN/97-127	8EPH:C	100	31	0	0	1	31	5	35	3.83e-21	79.7	31
FA9_PANTR/97-127	8EPH:C	100	31	0	0	1	31	5	35	3.83e-21	79.7	31
A8CZ27_MACMU/97-127	8EPH:C	100	31	0	0	1	31	5	35	3.83e-21	79.7	31
Q19UL0_HUMAN/5-34	8EPH:C	100	30	0	0	1	30	6	35	1.22e-19	75.9	30
FA9_PIG/52-82	1PFX:L	100	31	0	0	1	31	51	81	1.11e-20	80.1	31
Q5ISL2_MACFA/26-65	4XBM:B	100	26	0	0	4	29	267	292	1.46e-12	62.0	40
DLL1_HUMAN/285-324	4XBM:B	100	26	0	0	4	29	267	292	1.46e-12	62.0	40
Q90656_CHICK/292-331	4XBM:B	100	26	0	0	4	29	267	292	7.79e-13	62.8	40
A4IHM4_XENTR/287-326	4XBM:B	100	26	0	0	4	29	267	292	7.79e-13	62.8	40
Q0V7L8_BOVIN/286-320	5MVX:A	100	35	0	0	1	35	260	294	9.90e-21	83.6	35
DLL4_HUMAN/286-320	5MVX:A	100	35	0	0	1	35	260	294	9.90e-21	83.6	35
B2R9L8_HUMAN/286-320	5MVX:A	100	35	0	0	1	35	260	294	9.90e-21	83.6	35
Q91WZ4_9MURI/49-76	1LMJ:A	100	28	0	0	1	28	9	36	1.08e-16	68.2	28
Q6ULR6_HUMAN/47-76	1G1R:D	100	30	0	0	1	30	122	151	1.33e-18	75.1	30
Q5TI73_HUMAN/143-173	8R5M:A	100	31	0	0	1	31	122	152	1.00e-17	75.1	31
B2RAJ1_HUMAN/143-173	8R5M:A	100	31	0	0	1	31	122	152	1.00e-17	75.1	31
Q5TI74_HUMAN/143-173	8R5M:A	100	31	0	0	1	31	122	152	1.00e-17	75.1	31
Q5TI72_HUMAN/143-173	8R5M:A	100	31	0	0	1	31	122	152	1.00e-17	75.1	31
Q5TI75_HUMAN/143-173	8R5M:A	100	31	0	0	1	31	122	152	1.00e-17	75.1	31
LYAM2_HUMAN/143-173	8R5M:A	100	31	0	0	1	31	122	152	1.00e-17	75.1	31
Q8WW79_HUMAN/173-203	3CFW:A	100	31	0	0	1	31	122	152	4.98e-21	81.3	31
LYAM1_MACMU/160-190	3CFW:A	100	31	0	0	1	31	122	152	4.98e-21	81.3	31
Q9UJ43_HUMAN/173-203	3CFW:A	100	31	0	0	1	31	122	152	4.98e-21	81.3	31
LYAM1_HUMAN/160-190	3CFW:A	100	31	0	0	1	31	122	152	4.98e-21	81.3	31
LYAM1_PAPHA/160-190	3CFW:A	100	31	0	0	1	31	122	152	4.98e-21	81.3	31
LYAM1_PONPY/160-190	3CFW:A	100	31	0	0	1	31	122	152	4.98e-21	81.3	31
LYAM1_PANTR/160-190	3CFW:A	100	31	0	0	1	31	122	152	4.98e-21	81.3	31
Q6ULR8_HUMAN/16-46	3CFW:A	100	31	0	0	1	31	122	152	4.98e-21	81.3	31
B4DQA0_HUMAN/113-143	3CFW:A	100	31	0	0	1	31	122	152	4.98e-21	81.3	31
A2D5E6_HYLKL/1-30	5MWB:A	100	30	0	0	1	30	9	38	1.41e-18	73.9	30
Q53H93_HUMAN/108-142	1XDT:R	100	35	0	0	1	35	2	36	8.19e-25	87.8	35
D2GUP5_AILME/94-128	1XDT:R	100	35	0	0	1	35	2	36	8.19e-25	87.8	35
HBEGF_PIG/108-142	1XDT:R	100	35	0	0	1	35	2	36	8.19e-25	87.8	35
HBEGF_HUMAN/108-142	1XDT:R	100	35	0	0	1	35	2	36	8.19e-25	87.8	35
HBEGF_CERAE/108-142	1XDT:R	100	35	0	0	1	35	2	36	8.19e-25	87.8	35
EGF_MOUSE/982-1017	1EPG:A	100	36	0	0	1	36	6	41	4.55e-24	86.3	36
Q569W5_MOUSE/982-1017	1EPG:A	100	36	0	0	1	36	6	41	4.55e-24	86.3	36
Q8VD07_MOUSE/965-1000	1EPG:A	100	36	0	0	1	36	6	41	4.55e-24	86.3	36
Q3UWD7_MOUSE/481-516	1EPG:A	100	36	0	0	1	36	6	41	4.55e-24	86.3	36
Q6QBS2_HUMAN/5-41	7SYD:C	100	37	0	0	1	37	1	37	5.03e-25	88.6	37
Q6QBS2_HUMAN/5-41	7SYD:D	100	37	0	0	1	37	1	37	5.03e-25	88.6	37
Q6QBS2_HUMAN/5-41	7SYE:C	100	37	0	0	1	37	1	37	5.03e-25	88.6	37
Q6QBS2_HUMAN/5-41	7SYE:D	100	37	0	0	1	37	1	37	5.03e-25	88.6	37
Q6QBS2_HUMAN/5-41	7SZ0:C	100	37	0	0	1	37	1	37	5.03e-25	88.6	37
Q6QBS2_HUMAN/5-41	7SZ0:D	100	37	0	0	1	37	1	37	5.03e-25	88.6	37
Q6QBS2_HUMAN/5-41	7SZ1:C	100	37	0	0	1	37	1	37	5.03e-25	88.6	37
Q6QBS2_HUMAN/5-41	7SZ1:D	100	37	0	0	1	37	1	37	5.03e-25	88.6	37
Q6QBS2_HUMAN/5-41	8HGO:C	100	37	0	0	1	37	1	37	5.03e-25	88.6	37
Q6QBS2_HUMAN/5-41	8HGS:C	100	37	0	0	1	37	1	37	5.03e-25	88.6	37
Q6QBS2_HUMAN/5-41	8HGS:D	100	37	0	0	1	37	1	37	5.03e-25	88.6	37
Q6QBS2_HUMAN/5-41	3NJP:C	100	37	0	0	1	37	1	37	5.03e-25	88.6	37
Q6QBS2_HUMAN/5-41	3NJP:D	100	37	0	0	1	37	1	37	5.03e-25	88.6	37
Q6QBS2_HUMAN/5-41	7OM4:C	100	37	0	0	1	37	1	37	5.03e-25	88.6	37
Q6QBS2_HUMAN/5-41	1IVO:C	100	37	0	0	1	37	1	37	5.03e-25	88.6	37
Q6QBS2_HUMAN/5-41	1IVO:D	100	37	0	0	1	37	1	37	5.03e-25	88.6	37
Q6QBS2_HUMAN/5-41	1NQL:B	100	37	0	0	1	37	3	39	5.14e-25	88.6	37
Q6QBS2_HUMAN/5-41	2KV4:A	100	37	0	0	1	37	5	41	5.77e-25	88.6	37
Q6QBS2_HUMAN/5-41	1JL9:A	100	36	0	0	2	37	1	36	2.62e-24	86.7	37
Q6QBS2_HUMAN/5-41	1JL9:B	100	36	0	0	2	37	1	36	2.79e-24	86.7	37
EGF_HUMAN/976-1011	1P9J:A	100	36	0	0	1	36	8	43	1.62e-24	87.4	36
B4DRK7_HUMAN/934-969	1P9J:A	100	36	0	0	1	36	8	43	1.62e-24	87.4	36
FA12_HUMAN/178-208	8OS5:A	100	31	0	0	1	31	142	172	1.34e-20	82.4	31
Q8IZZ5_HUMAN/178-208	8OS5:A	100	31	0	0	1	31	142	172	1.34e-20	82.4	31
FA12_HUMAN/98-129	8OS5:A	100	32	0	0	1	32	62	93	3.85e-20	81.3	32
Q8IZZ5_HUMAN/98-129	8OS5:A	100	32	0	0	1	32	62	93	3.85e-20	81.3	32
EDIL3_HUMAN/78-115	4D90:B	100	38	0	0	1	38	53	90	6.52e-27	95.9	38
Q8N610_HUMAN/78-115	4D90:B	100	38	0	0	1	38	53	90	6.52e-27	95.9	38
EDIL3_PONAB/78-115	4D90:B	100	38	0	0	1	38	53	90	6.52e-27	95.9	38
NOTC1_HUMAN/144-174	5FM9:A	100	31	0	0	1	31	4	34	3.05e-19	76.6	31
1ixa	8EPH:C	100	38	0	0	2	39	1	38	5.13e-26	92.4	39
1apo	1WHE:A	100	42	0	0	1	42	45	86	1.85e-28	98.6	42
1urk	1URK:A	100	41	0	0	1	41	1	41	5.26e-29	101	41
1fsb	1FSB:A	100	40	0	0	1	40	1	40	5.13e-27	93.6	40
1fsb	1G1S:B	100	39	0	0	1	39	119	157	6.39e-25	91.7	40
1esl	8R5M:A	100	37	0	0	1	37	121	157	2.94e-22	87.4	37
1hre	1HRE:A	100	67	0	0	1	67	1	67	5.39e-47	145	67
1epi	1EPG:A	100	53	0	0	1	53	1	53	2.16e-40	128	53
4tgf	4TGF:A	100	50	0	0	1	50	1	50	6.75e-36	116	50
1hcgb	9CLI:Z	100	48	0	0	1	48	89	136	7.13e-31	113	51
1dan1	4ZMA:L	100	40	0	0	1	40	47	86	5.64e-26	94.0	40
1dan2	6R2W:L	100	56	0	0	1	56	87	142	2.34e-39	128	56
1rfnb	1RFN:B	100	57	0	0	1	57	1	57	1.65e-39	126	57
1rfnb	3LC3:B	100	57	0	0	1	57	1	57	1.65e-39	126	57
1rfnb	3LC3:D	100	57	0	0	1	57	1	57	1.65e-39	126	57
1rfnb	2WPH:E	100	56	0	0	2	57	1	56	1.43e-38	124	57
1rfnb	2WPK:E	100	56	0	0	2	57	1	56	1.43e-38	124	57
1rfnb	2WPM:E	100	56	0	0	2	57	1	56	1.43e-38	124	57
1rfnb	2WPJ:E	100	56	0	0	2	57	1	56	1.43e-38	124	57
1rfnb	2WPI:E	100	56	0	0	2	57	1	56	1.43e-38	124	57
1rfnb	2WPL:E	100	56	0	0	2	57	1	56	1.43e-38	124	57
1rfnb	6MV4:L	100	54	0	0	1	54	1	54	2.10e-37	120	57
1rfnb	3LC5:B	100	54	0	0	1	54	1	54	2.10e-37	120	57
1rfnb	5JBC:E	100	51	0	0	3	53	1	51	5.42e-35	114	57
1rfnb	5JB8:E	100	51	0	0	3	53	1	51	5.42e-35	114	57
1rfnb	5JB9:E	100	51	0	0	3	53	1	51	5.42e-35	114	57
1rfnb	5JBA:E	100	51	0	0	3	53	1	51	5.42e-35	114	57
1rfnb	5JBB:E	100	51	0	0	3	53	1	51	5.42e-35	114	57
