qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
Q4U260_MOUSE/612-695	4O6X:B	100	84	0	0	1	84	4	87	9.73e-54	164	84
Q8VDA0_RAT/599-682	4O6X:B	100	84	0	0	1	84	4	87	9.73e-54	164	84
A7Z090_BOVIN/612-695	4O6X:B	100	84	0	0	1	84	4	87	9.73e-54	164	84
ANK3_HUMAN/4091-4174	4O6X:B	100	84	0	0	1	84	4	87	9.73e-54	164	84
Q6ZT73_HUMAN/713-796	4O6X:B	100	84	0	0	1	84	4	87	9.73e-54	164	84
Q4U206_MOUSE/635-718	4O6X:B	100	84	0	0	1	84	4	87	9.73e-54	164	84
Q61307_MOUSE/612-695	4O6X:B	100	84	0	0	1	84	4	87	9.73e-54	164	84
D2H0V8_AILME/4043-4126	4O6X:B	100	84	0	0	1	84	4	87	9.73e-54	164	84
Q4U256_MOUSE/1479-1562	4O6X:B	100	84	0	0	1	84	4	87	9.73e-54	164	84
Q4U205_MOUSE/635-718	4O6X:B	100	84	0	0	1	84	4	87	9.73e-54	164	84
Q8VC68_MOUSE/1440-1523	4O6X:B	100	84	0	0	1	84	4	87	9.73e-54	164	84
Q574D8_RAT/1427-1510	4O6X:B	100	84	0	0	1	84	4	87	9.73e-54	164	84
B3KX39_HUMAN/720-803	2YQF:A	100	84	0	0	1	84	18	101	6.79e-54	165	84
D4AAD5_RAT/854-932	3G5B:A	100	79	0	0	1	79	324	402	1.48e-48	160	79
Q3UH38_MOUSE/820-898	1WMG:A	100	79	0	0	1	79	11	89	7.95e-52	159	79
Q3UH38_MOUSE/820-898	1WMG:F	100	78	0	0	1	78	10	87	5.98e-51	157	79
Q3UH38_MOUSE/820-898	1WMG:E	100	78	0	0	1	78	11	88	6.16e-51	157	79
Q3TYW6_MOUSE/864-942	1WMG:A	100	79	0	0	1	79	11	89	7.95e-52	159	79
Q3TYW6_MOUSE/864-942	1WMG:F	100	78	0	0	1	78	10	87	5.98e-51	157	79
Q3TYW6_MOUSE/864-942	1WMG:E	100	78	0	0	1	78	11	88	6.16e-51	157	79
A8K9D9_HUMAN/776-851	2D96:A	100	76	0	0	1	76	18	93	2.34e-47	148	76
D3DR83_HUMAN/776-851	2D96:A	100	76	0	0	1	76	18	93	2.34e-47	148	76
A8K5Y5_HUMAN/818-893	2DBF:A	100	76	0	0	1	76	18	93	1.07e-48	151	76
B3KVE8_HUMAN/637-712	2DBF:A	100	76	0	0	1	76	18	93	1.07e-48	151	76
IRAK4_MOUSE/20-101	1WH4:A	100	82	0	0	1	82	27	108	7.58e-56	171	82
Q9D250_MOUSE/20-101	1WH4:A	100	82	0	0	1	82	27	108	7.58e-56	171	82
D3Z3H5_MOUSE/20-101	1WH4:A	100	82	0	0	1	82	27	108	7.58e-56	171	82
KPEL_DROME/43-121	1YGO:A	100	79	0	0	1	79	22	100	1.79e-52	161	79
B4DQ60_HUMAN/44-121	3MOP:F	100	78	0	0	1	78	13	90	2.00e-50	156	78
B4DT48_HUMAN/31-108	3MOP:F	100	78	0	0	1	78	13	90	2.00e-50	156	78
B4DU08_HUMAN/31-108	3MOP:F	100	78	0	0	1	78	13	90	2.00e-50	156	78
MYD88_HUMAN/31-108	3MOP:F	100	78	0	0	1	78	13	90	2.00e-50	156	78
B4DKU4_HUMAN/10-87	3MOP:F	100	78	0	0	1	78	13	90	2.00e-50	156	78
TNR16_HUMAN/345-421	7CSQ:A	100	77	0	0	1	77	16	92	1.55e-50	156	77
TNR16_RAT/346-419	1NGR:A	100	73	0	0	1	73	13	85	7.31e-48	149	74
Q8CFT3_MOUSE/348-421	1NGR:A	100	73	0	0	1	73	13	85	7.31e-48	149	74
Q8BYY1_MOUSE/338-411	1NGR:A	100	73	0	0	1	73	13	85	7.31e-48	149	74
Q3TVC1_MOUSE/143-222	6HJ7:A	100	80	0	0	1	80	17	96	2.42e-51	158	80
Q9CVM2_MOUSE/92-171	6HJ7:A	100	80	0	0	1	80	17	96	2.42e-51	158	80
THOC1_HUMAN/571-653	1WXP:A	100	83	0	0	1	83	18	100	3.65e-53	163	83
Q53XL1_HUMAN/117-194	2O71:A	100	78	0	0	1	78	9	86	4.72e-53	162	78
CRADD_HUMAN/117-194	2O71:A	100	78	0	0	1	78	9	86	4.72e-53	162	78
B5BU44_HUMAN/117-194	2O71:A	100	78	0	0	1	78	9	86	4.72e-53	162	78
Q6LCB0_HUMAN/39-122	2GF5:A	100	84	0	0	1	84	98	181	6.16e-55	171	84
D2CXD5_MUSSP/98-181	1FAD:A	100	84	0	0	1	84	10	93	2.39e-53	163	84
Q8CD57_MOUSE/98-181	1FAD:A	100	84	0	0	1	84	10	93	2.39e-53	163	84
Q6GT31_MOUSE/223-306	3OQ9:E	100	84	0	0	1	84	1	84	5.42e-55	167	84
TNR6_MOUSE/223-306	3OQ9:E	100	84	0	0	1	84	1	84	5.42e-55	167	84
Q59FU8_HUMAN/258-341	1DDF:A	100	84	0	0	1	84	15	98	6.49e-53	163	84
Q6ICT6_HUMAN/231-314	1DDF:A	100	84	0	0	1	84	15	98	6.49e-53	163	84
TNR6_HUMAN/231-314	1DDF:A	100	84	0	0	1	84	15	98	6.49e-53	163	84
TNR25_HUMAN/333-413	5YGS:D	100	80	0	0	2	81	374	453	4.79e-48	160	81
D4ADP7_RAT/323-403	5YEV:D	100	80	0	0	2	81	374	453	3.11e-48	160	81
Q8VD70_MOUSE/303-383	5YEV:D	100	80	0	0	2	81	374	453	3.11e-48	160	81
D3ZB39_RAT/304-384	5YEV:D	100	80	0	0	2	81	374	453	3.11e-48	160	81
B1AWN9_MOUSE/327-407	5YEV:D	100	80	0	0	2	81	374	453	3.11e-48	160	81
