qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
Q9QX40_SPAEH/6-79	6CIK:N	100	30	0	0	14	43	1	30	2.28e-14	65.9	74
Q9QX40_SPAEH/6-79	6CIM:N	100	30	0	0	14	43	1	30	2.28e-14	65.9	74
D3ZLA7_RAT/6-79	6CIK:N	100	30	0	0	14	43	1	30	2.28e-14	65.9	74
D3ZLA7_RAT/6-79	6CIM:N	100	30	0	0	14	43	1	30	2.28e-14	65.9	74
O88611_SPAEH/6-79	6CIK:N	100	30	0	0	14	43	1	30	3.23e-14	65.5	74
O88611_SPAEH/6-79	6CIM:N	100	30	0	0	14	43	1	30	3.23e-14	65.5	74
D3ZL49_RAT/6-79	6CIK:N	100	30	0	0	14	43	1	30	4.56e-14	65.1	74
D3ZL49_RAT/6-79	6CIM:N	100	30	0	0	14	43	1	30	4.56e-14	65.1	74
D3ZC69_RAT/10-79	2YRQ:A	100	70	0	0	1	70	17	86	9.97e-44	141	70
D2H018_AILME/10-79	2YRQ:A	100	70	0	0	1	70	17	86	9.97e-44	141	70
D3ZJN6_RAT/7-79	2YRQ:A	100	73	0	0	1	73	14	86	1.70e-45	145	73
D3ZYR6_RAT/7-79	2YRQ:A	100	73	0	0	1	73	14	86	1.70e-45	145	73
HMGB1_CRIGR/1-44	2YRQ:A	100	44	0	0	1	44	43	86	7.28e-23	87.0	44
Q9NYD7_HUMAN/6-50	2YRQ:A	100	45	0	0	1	45	13	57	4.56e-27	97.8	45
Q9YH06_CHICK/6-79	6CIK:N	100	30	0	0	14	43	1	30	6.44e-14	64.7	74
Q9YH06_CHICK/6-79	6CIM:N	100	30	0	0	14	43	1	30	6.44e-14	64.7	74
Q9PUK9_CHICK/6-79	6CIK:N	100	30	0	0	14	43	1	30	6.44e-14	64.7	74
Q9PUK9_CHICK/6-79	6CIM:N	100	30	0	0	14	43	1	30	6.44e-14	64.7	74
1ckta	2YRQ:A	100	71	0	0	1	71	15	85	1.27e-44	143	71
Q7Z684_HUMAN/36-109	2EQZ:A	100	74	0	0	1	74	13	86	6.44e-49	151	74
C7E652_MONDO/6-79	2EQZ:A	100	74	0	0	1	74	13	86	6.44e-49	151	74
HMGB3_HUMAN/6-79	2EQZ:A	100	74	0	0	1	74	13	86	6.44e-49	151	74
D2HQ61_AILME/6-79	2EQZ:A	100	74	0	0	1	74	13	86	6.44e-49	151	74
HMGB3_BOVIN/6-79	2EQZ:A	100	74	0	0	1	74	13	86	6.44e-49	151	74
Q5QE62_TRISI/6-79	2EQZ:A	100	74	0	0	1	74	13	86	6.44e-49	151	74
NHP6A_YEAST/21-89	1J5N:A	100	69	0	0	1	69	21	89	2.00e-43	137	69
C7GY40_YEAS2/21-89	1J5N:A	100	69	0	0	1	69	21	89	2.00e-43	137	69
C8ZJ77_YEAS8/21-89	1J5N:A	100	69	0	0	1	69	21	89	2.00e-43	137	69
B3LLA8_YEAS1/21-89	1J5N:A	100	69	0	0	1	69	21	89	2.00e-43	137	69
A6ZWU2_YEAS7/21-89	1J5N:A	100	69	0	0	1	69	21	89	2.00e-43	137	69
Q8IB14_PLAF7/24-94	2MRC:A	100	71	0	0	1	71	17	87	3.00e-43	137	71
SSRP1_HUMAN/547-615	6L34:A	100	68	0	0	2	69	1	68	6.58e-42	133	69
B4QAZ5_DROSI/522-588	1WXL:A	100	67	0	0	1	67	4	70	2.07e-43	137	67
B5RJ65_DROME/555-621	1WXL:A	100	67	0	0	1	67	4	70	2.07e-43	137	67
SSRP1_DROME/555-621	1WXL:A	100	67	0	0	1	67	4	70	2.07e-43	137	67
B3NN11_DROER/5-71	1QRV:B	100	67	0	0	1	67	3	69	2.29e-42	134	67
B3NN11_DROER/5-71	1HMA:A	100	67	0	0	1	67	4	70	2.42e-42	134	67
B3NN11_DROER/5-71	1QRV:A	100	67	0	0	1	67	4	70	2.42e-42	134	67
B4I7V3_DROSE/5-71	1QRV:B	100	67	0	0	1	67	3	69	2.29e-42	134	67
B4I7V3_DROSE/5-71	1HMA:A	100	67	0	0	1	67	4	70	2.42e-42	134	67
B4I7V3_DROSE/5-71	1QRV:A	100	67	0	0	1	67	4	70	2.42e-42	134	67
HMGD_DROME/5-71	1QRV:B	100	67	0	0	1	67	3	69	2.29e-42	134	67
HMGD_DROME/5-71	1HMA:A	100	67	0	0	1	67	4	70	2.42e-42	134	67
HMGD_DROME/5-71	1QRV:A	100	67	0	0	1	67	4	70	2.42e-42	134	67
A0ANX6_DROSI/5-71	1QRV:B	100	67	0	0	1	67	3	69	2.29e-42	134	67
A0ANX6_DROSI/5-71	1HMA:A	100	67	0	0	1	67	4	70	2.42e-42	134	67
A0ANX6_DROSI/5-71	1QRV:A	100	67	0	0	1	67	4	70	2.42e-42	134	67
C0MJA0_DROME/5-71	1QRV:B	100	67	0	0	1	67	3	69	2.29e-42	134	67
C0MJA0_DROME/5-71	1HMA:A	100	67	0	0	1	67	4	70	2.42e-42	134	67
C0MJA0_DROME/5-71	1QRV:A	100	67	0	0	1	67	4	70	2.42e-42	134	67
Q6XIN3_DROYA/5-71	1QRV:B	100	67	0	0	1	67	3	69	2.29e-42	134	67
Q6XIN3_DROYA/5-71	1HMA:A	100	67	0	0	1	67	4	70	2.42e-42	134	67
Q6XIN3_DROYA/5-71	1QRV:A	100	67	0	0	1	67	4	70	2.42e-42	134	67
1hma	1HMA:A	100	73	0	0	1	73	1	73	5.78e-47	146	73
1hma	1QRV:A	100	73	0	0	1	73	1	73	5.78e-47	146	73
1hma	1QRV:B	100	71	0	0	2	72	1	71	1.84e-45	142	73
B4USW9_OTOGA/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
B4F758_RAT/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
Q9QWY6_SPAEH/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
HMGB1_CALMO/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
Q9QX40_SPAEH/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
Q497Z6_MOUSE/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
B2KI23_RHIFE/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
Q8C7C4_MOUSE/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
A7E1T5_PIG/95-163	6CG0:N	100	43	0	0	2	44	82	124	9.41e-27	96.7	68
HMGB1_PAPAN/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
B7NZ89_RABIT/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
B3EX36_SORAR/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
O88612_SPAEH/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
D4A9T3_RAT/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
HMGB1_MACFA/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
HMGB1_HORSE/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
HMGB1_MOUSE/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
Q8BNM0_MOUSE/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
Q58EV5_MOUSE/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
HMGB1_RAT/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
HMGB1_HUMAN/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
HMGB1_CANFA/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
HMGB1_CALJA/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
HMGB1_BOVIN/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
O88611_SPAEH/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
Q3UBK2_MOUSE/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
D3Z351_MOUSE/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
B3KQ05_HUMAN/56-124	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
HMGB1_CRIGR/60-128	2YRQ:A	100	69	0	0	1	69	102	170	5.82e-45	144	69
D3ZCR3_RAT/95-163	6OEN:H	100	55	0	0	7	61	1	55	5.97e-36	117	69
D3ZCR3_RAT/95-163	6OEM:H	100	55	0	0	7	61	1	55	5.97e-36	117	69
D3ZCR3_RAT/95-163	6CG0:N	100	43	0	0	2	44	82	124	9.81e-27	96.7	69
HMGB1_PIG/95-163	6CG0:N	100	43	0	0	2	44	82	124	9.81e-27	96.7	69
Q6P202_MOUSE/95-163	6OEN:H	100	55	0	0	7	61	1	55	8.48e-36	117	69
Q6P202_MOUSE/95-163	6OEM:H	100	55	0	0	7	61	1	55	8.48e-36	117	69
Q8BQ02_MOUSE/95-163	6OEN:H	100	55	0	0	7	61	1	55	5.97e-36	117	69
Q8BQ02_MOUSE/95-163	6OEM:H	100	55	0	0	7	61	1	55	5.97e-36	117	69
D2H018_AILME/95-157	2YRQ:A	100	63	0	0	1	63	102	164	3.27e-40	132	63
Q5T7C4_HUMAN/95-158	2YRQ:A	100	63	0	0	1	63	102	164	1.19e-40	133	64
B7Z965_HUMAN/95-160	2YRQ:A	100	63	0	0	1	63	102	164	1.84e-40	132	66
Q59GW1_HUMAN/97-162	2YRQ:A	100	63	0	0	1	63	102	164	1.84e-40	132	66
1nhn	1NHM:A	100	79	0	0	1	79	1	79	6.23e-47	146	79
1nhn	1NHN:A	100	79	0	0	1	79	1	79	6.23e-47	146	79
1nhn	1HSM:A	100	79	0	0	1	79	1	79	6.23e-47	146	79
1nhn	1HSN:A	100	79	0	0	1	79	1	79	6.23e-47	146	79
1nhn	6OEN:H	100	51	0	0	9	59	1	51	5.04e-33	110	79
1nhn	6OEM:H	100	51	0	0	9	59	1	51	5.04e-33	110	79
1nhn	6CG0:N	100	43	0	0	4	46	82	124	2.97e-26	95.9	79
Q5T7C6_HUMAN/95-161	2YRQ:A	100	52	0	0	1	52	102	153	3.66e-33	114	67
D3YZ18_MOUSE/95-125	2YRQ:A	100	31	0	0	1	31	102	132	2.90e-17	72.0	31
HMGB3_HUMAN/93-161	2YQI:A	100	69	0	0	1	69	10	78	3.57e-46	144	69
HM20B_MOUSE/70-138	2CRJ:A	100	69	0	0	1	69	8	76	2.02e-45	142	69
Q3U1L0_MOUSE/70-138	2CRJ:A	100	69	0	0	1	69	8	76	2.02e-45	142	69
Q3U1Z7_MOUSE/70-138	2CRJ:A	100	69	0	0	1	69	8	76	2.02e-45	142	69
D4A586_RAT/70-138	2CRJ:A	100	69	0	0	1	69	8	76	2.02e-45	142	69
Q3U1X5_MOUSE/70-138	2CRJ:A	100	69	0	0	1	69	8	76	2.02e-45	142	69
Q05DT2_MOUSE/1-36	2CRJ:A	100	36	0	0	1	36	41	76	1.91e-18	73.2	36
D2HR26_AILME/49-117	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
SMCE1_MOUSE/66-134	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
Q5R964_PONAB/31-99	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
C0IMW8_HUMAN/48-116	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
C0IMW9_MOUSE/31-99	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
C0IMW5_HUMAN/31-99	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
B4DGM3_HUMAN/48-116	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
Q5ZLP0_CHICK/66-134	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
A5PKF6_BOVIN/66-134	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
C0IMX6_RAT/48-116	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
C0IMX4_RAT/31-99	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
SMCE1_HUMAN/66-134	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
Q56A18_RAT/31-99	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
Q5RDV2_PONAB/48-116	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
C0IMW4_HUMAN/31-99	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
C0IMX1_MOUSE/48-116	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
A2A4L8_MOUSE/66-134	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
A5PKJ2_BOVIN/31-99	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
Q6GLG1_XENTR/66-134	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
Q5XH26_XENLA/66-134	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
Q8QG95_XENLA/66-134	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
Q8AVX7_XENLA/48-116	7CYU:A	100	62	0	0	3	64	1	62	1.13e-41	132	69
C0IMW7_HUMAN/1-64	7CYU:A	100	59	0	0	1	59	4	62	1.25e-39	127	64
C0IMX5_RAT/1-64	7CYU:A	100	59	0	0	1	59	4	62	1.25e-39	127	64
B4DFR4_HUMAN/1-64	7CYU:A	100	59	0	0	1	59	4	62	1.25e-39	127	64
C0IMX0_MOUSE/1-64	7CYU:A	100	59	0	0	1	59	4	62	1.25e-39	127	64
C0IMX3_MOUSE/1-61	7CYU:A	100	56	0	0	1	56	7	62	8.78e-37	119	61
Q4GZG9_PANPA/1-56	6HB4:A	100	56	0	0	1	56	20	75	1.75e-32	112	56
TFAM_HUMAN/50-118	6HB4:A	100	69	0	0	1	69	7	75	6.31e-42	137	69
A8MRB2_HUMAN/50-118	6HB4:A	100	69	0	0	1	69	7	75	6.31e-42	137	69
Q6LES8_HUMAN/50-118	6HB4:A	100	69	0	0	1	69	7	75	6.31e-42	137	69
Q05D31_HUMAN/50-98	6HB4:A	100	48	0	0	1	48	7	54	5.50e-26	95.9	49
A2AWT6_MOUSE/112-180	1K99:A	100	69	0	0	1	69	11	79	4.45e-42	134	69
UBF1_RAT/112-180	1K99:A	100	69	0	0	1	69	11	79	4.45e-42	134	69
UBF1_MOUSE/112-180	1K99:A	100	69	0	0	1	69	11	79	4.45e-42	134	69
D2HCV2_AILME/93-161	1K99:A	100	69	0	0	1	69	11	79	4.45e-42	134	69
A8K962_HUMAN/112-180	1K99:A	100	69	0	0	1	69	11	79	4.45e-42	134	69
Q05DS1_MOUSE/112-180	1K99:A	100	69	0	0	1	69	11	79	4.45e-42	134	69
A2AWT5_MOUSE/112-180	1K99:A	100	69	0	0	1	69	11	79	4.45e-42	134	69
B4DNQ1_HUMAN/46-114	1K99:A	100	69	0	0	1	69	11	79	4.45e-42	134	69
D4A4Z1_RAT/112-180	1K99:A	100	69	0	0	1	69	11	79	4.45e-42	134	69
UBF1_HUMAN/112-180	1K99:A	100	69	0	0	1	69	11	79	4.45e-42	134	69
Q05BZ1_HUMAN/112-180	1K99:A	100	69	0	0	1	69	11	79	4.45e-42	134	69
A2AWT7_MOUSE/112-180	1K99:A	100	69	0	0	1	69	11	79	4.45e-42	134	69
Q9BQR2_HUMAN/112-158	1K99:A	100	47	0	0	1	47	11	57	5.13e-26	92.8	47
A2AWT5_MOUSE/407-471	1WGF:A	100	64	0	0	1	64	21	84	7.65e-35	115	65
A2AWT6_MOUSE/370-434	1WGF:A	100	64	0	0	1	64	21	84	7.65e-35	115	65
UBF1_HUMAN/407-471	1WGF:A	100	64	0	0	1	64	21	84	7.65e-35	115	65
A8K962_HUMAN/407-471	1WGF:A	100	64	0	0	1	64	21	84	7.65e-35	115	65
D4A4Z1_RAT/370-434	1WGF:A	100	64	0	0	1	64	21	84	7.65e-35	115	65
UBF1_RAT/407-471	1WGF:A	100	64	0	0	1	64	21	84	7.65e-35	115	65
D2HCV2_AILME/388-452	1WGF:A	100	64	0	0	1	64	21	84	7.65e-35	115	65
Q9DBH1_MOUSE/370-434	1WGF:A	100	64	0	0	1	64	21	84	7.65e-35	115	65
B4DLB0_HUMAN/148-212	1WGF:A	100	64	0	0	1	64	21	84	7.65e-35	115	65
O00164_HUMAN/249-313	1WGF:A	100	64	0	0	1	64	21	84	7.65e-35	115	65
A2AWT7_MOUSE/370-434	1WGF:A	100	64	0	0	1	64	21	84	7.65e-35	115	65
A6ZMD1_YEAS7/43-111	5JH0:D	100	69	0	0	1	69	45	113	1.48e-42	138	69
C8ZES4_YEAS8/43-111	5JH0:D	100	69	0	0	1	69	45	113	1.48e-42	138	69
B3LLW5_YEAS1/43-111	5JH0:D	100	69	0	0	1	69	45	113	1.48e-42	138	69
ABF2_YEAST/43-111	5JH0:D	100	69	0	0	1	69	45	113	1.48e-42	138	69
C7GL52_YEAS2/43-111	5JH0:D	100	69	0	0	1	69	45	113	1.48e-42	138	69
B5VPJ8_YEAS6/43-111	5JH0:D	100	69	0	0	1	69	45	113	1.48e-42	138	69
B4DYA1_HUMAN/19-87	2CO9:A	100	65	0	0	5	69	22	86	9.84e-39	126	69
B1AUN4_MOUSE/261-329	2CO9:A	100	65	0	0	5	69	22	86	9.84e-39	126	69
TOX_HUMAN/261-329	2CO9:A	100	65	0	0	5	69	22	86	9.84e-39	126	69
D2H2C7_AILME/213-281	2CO9:A	100	65	0	0	5	69	22	86	9.84e-39	126	69
TOX_MOUSE/261-329	2CO9:A	100	65	0	0	5	69	22	86	9.84e-39	126	69
A6QLA9_BOVIN/261-329	2CO9:A	100	65	0	0	5	69	22	86	9.84e-39	126	69
D4A1U5_RAT/261-329	2CO9:A	100	65	0	0	5	69	22	86	9.84e-39	126	69
D3ZKS4_RAT/80-148	1WZ6:A	100	69	0	0	1	69	8	76	3.14e-47	147	69
BBX_MOUSE/80-148	1WZ6:A	100	69	0	0	1	69	8	76	3.14e-47	147	69
Q05CK5_MOUSE/80-148	1WZ6:A	100	69	0	0	1	69	8	76	3.14e-47	147	69
D4A146_RAT/80-148	1WZ6:A	100	69	0	0	1	69	8	76	3.14e-47	147	69
Q05D00_MOUSE/80-148	1WZ6:A	100	69	0	0	1	69	8	76	3.14e-47	147	69
A1L1L0_RAT/80-148	1WZ6:A	100	69	0	0	1	69	8	76	3.14e-47	147	69
B8JK50_MOUSE/80-148	1WZ6:A	100	69	0	0	1	69	8	76	3.14e-47	147	69
C9JNU3_HUMAN/80-144	1WZ6:A	100	65	0	0	1	65	8	72	2.46e-43	137	65
C9J0J4_HUMAN/80-114	1WZ6:A	100	35	0	0	1	35	8	42	4.90e-19	74.3	35
D4A853_RAT/200-268	7M5W:A	100	69	0	0	1	69	3	71	7.52e-48	150	69
CIC_MOUSE/1107-1175	7M5W:A	100	69	0	0	1	69	3	71	7.52e-48	150	69
D1LWX8_SACKO/228-296	7M5W:A	100	69	0	0	1	69	3	71	7.52e-48	150	69
CIC_HUMAN/200-268	7M5W:A	100	69	0	0	1	69	3	71	7.52e-48	150	69
Q4T872_TETNG/194-262	7M5W:A	100	69	0	0	1	69	3	71	7.52e-48	150	69
D3Z9L1_RAT/1106-1174	7M5W:A	100	69	0	0	1	69	3	71	7.52e-48	150	69
A7XAK3_HUMAN/200-268	7M5W:A	100	69	0	0	1	69	3	71	7.52e-48	150	69
D2HNH1_AILME/178-246	7M5W:A	100	69	0	0	1	69	3	71	7.52e-48	150	69
Q3UQS1_MOUSE/436-473	2E6O:A	100	38	0	0	1	38	18	55	2.84e-22	82.8	38
HBP1_MOUSE/436-503	2E6O:A	100	68	0	0	1	68	18	85	1.95e-44	140	68
HBP1_BOVIN/432-499	2E6O:A	100	68	0	0	1	68	18	85	1.95e-44	140	68
A7E3Q4_BOVIN/432-499	2E6O:A	100	68	0	0	1	68	18	85	1.95e-44	140	68
HBP1_RAT/433-500	2E6O:A	100	68	0	0	1	68	18	85	1.95e-44	140	68
HBP1_PONAB/434-501	2E6O:A	100	68	0	0	1	68	18	85	1.95e-44	140	68
B4DJ36_HUMAN/444-511	2E6O:A	100	68	0	0	1	68	18	85	1.95e-44	140	68
B4DPU9_HUMAN/353-420	2E6O:A	100	68	0	0	1	68	18	85	1.95e-44	140	68
HBP1_HUMAN/434-501	2E6O:A	100	68	0	0	1	68	18	85	1.95e-44	140	68
D2GX95_AILME/433-500	2E6O:A	100	68	0	0	1	68	18	85	1.95e-44	140	68
O14790_HUMAN/434-501	2E6O:A	100	68	0	0	1	68	18	85	1.95e-44	140	68
Q3UTR1_MOUSE/436-474	2E6O:A	100	39	0	0	1	39	18	56	4.41e-24	87.4	39
Q5SUH8_MOUSE/366-434	7JJK:A	100	69	0	0	1	69	3	71	6.56e-47	145	69
SOX30_HUMAN/337-405	7JJK:A	100	69	0	0	1	69	3	71	6.56e-47	145	69
Q29RR8_BOVIN/351-419	7JJK:A	100	69	0	0	1	69	3	71	6.56e-47	145	69
SOX30_MOUSE/366-434	7JJK:A	100	69	0	0	1	69	3	71	6.56e-47	145	69
B4DXW7_HUMAN/32-100	7JJK:A	100	69	0	0	1	69	3	71	6.56e-47	145	69
SOX30_MACFA/337-405	7JJK:A	100	69	0	0	1	69	3	71	6.56e-47	145	69
Q8WMM8_PIPPI/1-52	7JJK:A	100	52	0	0	1	52	11	62	3.39e-31	105	52
Q95M81_HORSE/1-52	7JJK:A	100	52	0	0	1	52	11	62	3.39e-31	105	52
Q8WMM6_RHIFE/1-52	7JJK:A	100	52	0	0	1	52	11	62	3.39e-31	105	52
Q2NM26_COTJA/105-173	4S2Q:D	100	69	0	0	1	69	3	71	3.61e-45	141	69
SOX9_MACMU/105-173	4S2Q:D	100	69	0	0	1	69	3	71	3.61e-45	141	69
Q9DE28_EUBMA/101-169	4S2Q:D	100	69	0	0	1	69	3	71	3.61e-45	141	69
B0LT38_CANFA/105-173	4S2Q:D	100	69	0	0	1	69	3	71	3.61e-45	141	69
A0A8J7_TRIFL/77-145	4S2Q:D	100	69	0	0	1	69	3	71	3.61e-45	141	69
B5B424_TRASC/105-173	4S2Q:D	100	69	0	0	1	69	3	71	3.61e-45	141	69
SOX9_CANFA/105-173	4S2Q:D	100	69	0	0	1	69	3	71	3.61e-45	141	69
D1LHP1_MONDO/46-114	4S2Q:D	100	69	0	0	1	69	3	71	3.61e-45	141	69
B0LT39_VULVU/105-173	4S2Q:D	100	69	0	0	1	69	3	71	3.61e-45	141	69
D0VXZ7_9SAUR/20-88	4S2Q:D	100	69	0	0	1	69	3	71	3.61e-45	141	69
B0LT41_NYCPR/105-173	4S2Q:D	100	69	0	0	1	69	3	71	3.61e-45	141	69
Q571J2_MOUSE/163-231	4S2Q:D	100	69	0	0	1	69	3	71	3.61e-45	141	69
SOX9_PONPY/105-173	4S2Q:D	100	69	0	0	1	69	3	71	3.61e-45	141	69
C7B5N9_CROPL/105-173	4S2Q:D	100	69	0	0	1	69	3	71	3.61e-45	141	69
Q9YGP7_ALLMI/105-173	4S2Q:D	100	69	0	0	1	69	3	71	3.61e-45	141	69
C7E9Q3_9SAUR/105-173	4S2Q:D	100	69	0	0	1	69	3	71	3.61e-45	141	69
SOX9_MOUSE/105-173	4S2Q:D	100	69	0	0	1	69	3	71	3.61e-45	141	69
SOX9_CHICK/106-174	4S2Q:D	100	69	0	0	1	69	3	71	3.61e-45	141	69
