	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
103	Q9MZF5_BOVIN/1-33	2DCC:A	100	33	0	0	1	33	218	250	1.06e-18	77.4	33
104	B4DL49_HUMAN/126-263	5MBM:A	100	138	0	0	1	138	115	252	3.66e-104	300.0	138
105	CATB_HUMAN/80-329	5MBM:A	100	250	0	0	1	250	3	252	4.43e-201	550.0	250
106	Q003W4_BOVIN/1-118	2DCC:A	100	118	0	0	1	118	71	188	2.3799999999999997e-89	261.0	118
107	CATZ_HUMAN/62-296	1EF7:B	100	235	0	0	1	235	1	235	3.7699999999999994e-188	516.0	235
108	A5HC51_RABIT/1-171	1EF7:B	100	171	0	0	1	171	53	223	2.02e-132	372.0	171
109	Q670P1_CARPA/133-155	1PPO:A	100	23	0	0	1	23	1	23	1.52e-11	57.4	23
110	Q670P1_CARPA/133-155	1MEG:A	100	23	0	0	1	23	1	23	1.52e-11	57.4	23
111	Q8I6U4_PLAF7/262-482	7EI0:B	100	221	0	0	1	221	19	239	1.4199999999999998e-170	471.0	221
112	Q9N6S8_PLAFA/261-482	3BPF:B	100	222	0	0	1	222	18	239	7.38e-173	477.0	222
113	Q9N6S8_PLAFA/261-482	3BPF:C	100	222	0	0	1	222	17	238	7.38e-173	477.0	222
114	Q9N6S8_PLAFA/261-482	2OUL:A	100	222	0	0	1	222	18	239	7.66e-173	477.0	222
115	Q9N6S8_PLAFA/261-482	2GHU:A	100	222	0	0	1	222	18	239	7.66e-173	477.0	222
116	Q9N6S8_PLAFA/261-482	2GHU:B	100	222	0	0	1	222	18	239	7.66e-173	477.0	222
117	Q9N6S8_PLAFA/261-482	2GHU:C	100	222	0	0	1	222	18	239	7.66e-173	477.0	222
118	Q9N6S8_PLAFA/261-482	2GHU:D	100	222	0	0	1	222	18	239	7.66e-173	477.0	222
119	Q9NAW4_PLAFA/271-490	3BPM:A	100	220	0	0	1	220	22	241	5.13e-171	472.0	220
120	Q9NB39_PLAFA/62-281	3BPM:A	100	220	0	0	1	220	22	241	5.13e-171	472.0	220
121	Q9NBA7_PLAFA/267-486	3BPM:A	100	220	0	0	1	220	22	241	5.13e-171	472.0	220
122	Q8IIL0_PLAF7/271-490	3BPM:A	100	220	0	0	1	220	22	241	5.13e-171	472.0	220
123	1mema	1BY8:A	100	215	0	0	1	215	96	310	6.890000000000001e-163	454.0	215
124	1gece	1GEC:E	100	216	0	0	1	216	1	216	1.33e-161	447.0	216
125	1ppo	1PPO:A	100	216	0	0	1	216	1	216	1.01e-156	435.0	216
126	1ppn	3LFY:C	100	212	0	0	1	212	1	212	1.9600000000000002e-164	454.0	212
127	1cqda	1CQD:D	100	216	0	0	1	216	1	216	5.879999999999999e-165	456.0	216
128	2act	2ACT:A	100	218	0	0	1	218	1	218	1.14e-163	452.0	218
129	1thea	1CPJ:B	100	253	0	0	1	253	1	253	4.67e-203	555.0	253
130	1deua	1EF7:B	100	242	0	0	1	242	1	242	5.66e-194	531.0	242
