qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
CRGB_HUMAN/90-171	2JDF:A	100	82	0	0	1	82	89	170	7.78e-57	175	82
A7KK40_PANTR/90-171	2JDF:A	100	82	0	0	1	82	89	170	7.78e-57	175	82
CRGB_BOVIN/90-171	1GCS:A	100	82	0	0	1	82	89	170	1.43e-56	174	82
A3RLD4_MOUSE/89-170	2V2U:B	100	82	0	0	1	82	88	169	3.96e-56	173	82
CRGC_MOUSE/89-170	2V2U:B	100	82	0	0	1	82	88	169	3.96e-56	173	82
A3RLD5_MOUSE/90-171	2V2U:B	100	82	0	0	1	82	88	169	3.96e-56	173	82
CRGC_MACMU/89-170	2NBR:A	100	82	0	0	1	82	88	169	6.86e-57	175	82
CRGC_HUMAN/89-170	2NBR:A	100	82	0	0	1	82	88	169	6.86e-57	175	82
CRGD_BOVIN/89-170	1ELP:B	100	82	0	0	1	82	89	170	1.43e-56	174	82
CRGF_BOVIN/89-170	1A45:A	100	82	0	0	1	82	89	170	3.02e-58	178	82
CRGD_HUMAN/89-170	2KFB:A	100	82	0	0	1	82	89	170	1.00e-56	174	82
CRGE_RAT/89-170	1A5D:B	100	82	0	0	1	82	89	170	9.08e-60	182	82
Q5XTN3_DANRE/90-171	2M3C:A	100	82	0	0	1	82	90	171	5.49e-61	185	82
CRBS_HUMAN/95-176	6IF9:A	100	82	0	0	1	82	95	176	4.86e-58	178	82
Q9UFA7_HUMAN/37-118	6IF9:A	100	82	0	0	1	82	95	176	4.86e-58	178	82
Q3UPY3_MOUSE/95-176	1ZWO:A	100	82	0	0	1	82	94	175	2.34e-58	179	82
CRBS_MOUSE/95-176	1ZWO:A	100	82	0	0	1	82	94	175	2.34e-58	179	82
D0UYB8_CHICK/95-176	5VH1:A	100	82	0	0	1	82	94	175	2.01e-59	181	82
A4L9L6_CAVPO/108-190	7K7U:J	100	83	0	0	1	83	97	179	3.34e-58	179	83
CRBB2_RABIT/108-190	7K7U:J	100	83	0	0	1	83	97	179	3.34e-58	179	83
CRBB2_HUMAN/108-190	7K7U:J	100	83	0	0	1	83	97	179	3.34e-58	179	83
CRBB1_HUMAN/150-232	1OKI:B	100	83	0	0	1	83	96	178	1.51e-58	179	83
CRBB3_HUMAN/115-197	3QK3:A	100	83	0	0	1	83	93	175	2.98e-59	181	83
CRBB1_HUMAN/60-142	1OKI:B	100	83	0	0	1	83	6	88	1.23e-57	177	83
CRBB1_MOUSE/58-140	8H0R:A	100	83	0	0	1	83	6	88	4.58e-59	177	83
Q8K106_MOUSE/58-140	8H0R:A	100	83	0	0	1	83	6	88	4.58e-59	177	83
CRBB2_MESAU/18-100	1E7N:B	100	83	0	0	1	83	5	87	6.55e-61	182	83
CRBB2_MOUSE/18-100	1E7N:B	100	83	0	0	1	83	5	87	6.55e-61	182	83
CRBB2_RAT/18-100	1E7N:B	100	83	0	0	1	83	5	87	6.55e-61	182	83
CRBB2_HUMAN/18-100	7K7U:J	100	83	0	0	1	83	7	89	7.08e-60	183	83
CRBB2_HUMAN/18-100	1BLB:C	100	27	0	0	1	27	11	37	8.48e-13	64.7	83
CRBB2_BOVIN/18-100	7K7U:J	100	83	0	0	1	83	7	89	7.08e-60	183	83
CRBB2_BOVIN/18-100	1BLB:C	100	27	0	0	1	27	11	37	8.48e-13	64.7	83
A4L9L6_CAVPO/18-100	7K7U:J	100	83	0	0	1	83	7	89	7.08e-60	183	83
A4L9L6_CAVPO/18-100	1BLB:C	100	27	0	0	1	27	11	37	8.48e-13	64.7	83
CRBB2_RABIT/18-100	7K7U:J	100	83	0	0	1	83	7	89	7.08e-60	183	83
CRBB2_RABIT/18-100	1BLB:C	100	27	0	0	1	27	11	37	8.48e-13	64.7	83
CRBB3_HUMAN/25-107	3QK3:C	100	83	0	0	1	83	3	85	5.54e-57	175	83
B1AHR5_HUMAN/25-107	3QK3:C	100	83	0	0	1	83	3	85	5.54e-57	175	83
Q5XTN3_DANRE/3-82	2M3C:A	100	80	0	0	1	80	3	82	6.83e-59	180	80
Q3UPY3_MOUSE/7-86	1ZWO:A	100	80	0	0	1	80	6	85	3.20e-60	183	80
CRBS_MOUSE/7-86	1ZWO:A	100	80	0	0	1	80	6	85	3.20e-60	183	80
CRBS_HUMAN/7-86	2M3T:A	100	80	0	0	1	80	7	86	2.33e-60	184	80
D0UYB8_CHICK/7-86	5VH1:A	100	80	0	0	1	80	6	85	4.77e-62	188	80
CRGB_CANFA/3-82	6YS3:z	100	18	0	0	14	31	2	19	2.36e-07	48.1	80
A9JPX6_CANFA/3-82	6YS3:z	100	17	0	0	15	31	3	19	3.48e-06	45.1	80
CRGC_CANFA/3-82	6YS3:z	100	17	0	0	15	31	3	19	3.48e-06	45.1	80
Q7M2W4_CERNT/2-20	1M8U:A	100	19	0	0	1	19	2	20	4.67e-08	47.4	19
Q7M2W4_CERNT/2-20	1ELP:A	100	19	0	0	1	19	2	20	4.67e-08	47.4	19
Q7M2W4_CERNT/2-20	1ELP:B	100	19	0	0	1	19	2	20	4.67e-08	47.4	19
Q7M2W4_CERNT/2-20	1A45:A	100	19	0	0	1	19	2	20	4.67e-08	47.4	19
CRGF_BOVIN/3-82	1A45:A	100	80	0	0	1	80	2	81	1.02e-60	184	80
CRGD_HUMAN/3-82	6W5B:A	100	80	0	0	1	80	2	81	1.04e-59	182	80
CRGD_HUMAN/3-82	6WCY:B	100	80	0	0	1	80	2	81	1.08e-59	182	80
CRGD_HUMAN/3-82	6WCY:A	100	80	0	0	1	80	2	81	1.11e-59	182	80
CRGD_HUMAN/3-82	7P53:X	100	80	0	0	1	80	2	81	1.15e-59	182	80
CRGD_HUMAN/3-82	1HK0:X	100	80	0	0	1	80	2	81	1.18e-59	182	80
CRGE_RAT/3-82	1A5D:B	100	80	0	0	1	80	2	81	5.05e-61	185	80
Q6PGI0_MOUSE/3-82	1A5D:B	100	80	0	0	1	80	2	81	5.05e-61	185	80
D3ZR45_RAT/3-82	1A5D:B	100	80	0	0	1	80	2	81	5.05e-61	185	80
CRGD_RAT/3-82	1A5D:B	100	80	0	0	1	80	2	81	5.05e-61	185	80
A2RTH4_MOUSE/3-82	1A5D:B	100	80	0	0	1	80	2	81	5.05e-61	185	80
CRGB_BOVIN/3-82	1GCS:A	100	80	0	0	1	80	2	81	6.16e-62	187	80
CRGC_MOUSE/3-82	2V2U:B	100	80	0	0	1	80	2	81	8.08e-60	182	80
CRGB_MOUSE/3-82	2V2U:B	100	80	0	0	1	80	2	81	8.08e-60	182	80
A3RLD4_MOUSE/3-82	2V2U:B	100	80	0	0	1	80	2	81	8.08e-60	182	80
D3YWN1_MOUSE/3-82	2V2U:B	100	80	0	0	1	80	2	81	8.08e-60	182	80
A3RLD5_MOUSE/3-82	2V2U:B	100	80	0	0	1	80	2	81	8.08e-60	182	80
1a5da	1ZIQ:A	100	173	0	0	1	173	1	173	7.42e-140	389	173
4gcr	1GCS:A	100	174	0	0	1	174	1	174	3.27e-139	387	174
2bb2	1BLB:C	100	28	0	0	3	30	10	37	1.40e-12	67.8	181
1prs	1PRS:A	100	173	0	0	1	173	1	173	1.28e-122	345	173
1bd7a	1E7N:B	100	85	0	0	92	176	4	88	1.38e-61	188	176
